do run.do
#         covered/total bins:                                                           1          1          -                      
#         missing/total bins:                                                           0          1          -                      
#         % Hit:                                                                  100.00%        100          -                      
#         bin empty_bin[0]                           0                                179          1          -    Covered              
#  Covergroup instance \/uvm_test_top_sv_unit::fifo_read_coverage::FIFO_coverage  
#                                                                                 100.00%        100          -    Covered              
#     covered/total bins:                                                               2          2          -                      
#     missing/total bins:                                                               0          2          -                      
#     % Hit:                                                                      100.00%        100          -                      
#     Coverpoint #coverpoint__0#                                                  100.00%        100          -    Covered              
#         covered/total bins:                                                           1          1          -                      
#         missing/total bins:                                                           0          1          -                      
#         % Hit:                                                                  100.00%        100          -                      
#         bin data_bin[255]                          255                                1          1          -    Covered              
#     Coverpoint rEmpty                                                           100.00%        100          -    Covered              
#         covered/total bins:                                                           1          1          -                      
#         missing/total bins:                                                           0          1          -                      
#         % Hit:                                                                  100.00%        100          -                      
#         bin empty_bin[0]                           0                                179          1          -    Covered              
# 
# TOTAL COVERGROUP COVERAGE: 100.00%  COVERGROUP TYPES: 2
# 
# ASSERTION RESULTS:
# --------------------------------------------------------------------
# Name                 File(Line)                   Failure      Pass 
#                                                   Count        Count
# --------------------------------------------------------------------
# /uvm_test_top_sv_unit/write_sequence/body/#ublk#268143620#19/immed__21
#                      uvm_wr_sequence.sv(21)             0          1
# /uvm_test_top_sv_unit/read_sequence/body/#ublk#268143620#19/immed__21
#                      uvm_rd_sequence.sv(21)             0          1
# 
# Total Coverage By Instance (filtered view): 100.00%
# 
# 
